mne,pub_month,antal,aktive
mne320,11,1,0
mne12472,12,6,0
mne45862,7,14,0
mne27778,12,8,0
mne2720,6,3,0
mne40044,9,1,0
mne29456,2,14,0
mne34090,5,28,0
mne26718,7,41,0
mne33747,8,3,0
mne1077,12,3,0
mne34355,10,1,0
mne9384,4,6,1
mne12250,6,1,0
mne10842,4,2,0
mne33215,4,28,0
mne33240,10,4,0
mne47811,7,22,0
mne51607,10,1,0
mne35451,9,6,0
mne36027,9,24,0
mne3299,7,8,0
mne50627,7,10,0
mne44139,3,15,0
mne42792,6,8,0
mne28909,10,17,0
mne34093,3,40,0
mne32109,3,27,1
mne47262,7,21,0
mne15510,3,14,0
mne33804,2,4,0
mne32825,5,17,0
mne12275,1,13,0
mne49094,2,12,0
mne3336,4,19,0
mne15283,7,2,0
mne35453,3,13,0
mne35626,3,6,0
mne28679,11,8,2
mne34299,5,24,0
mne12316,3,22,0
mne41282,3,46,0
mne962,10,5,0
mne33765,2,22,0
mne34112,4,8,1
mne17515,3,10,0
mne33208,4,20,0
mne2691,9,1,0
mne28660,2,17,0
mne34263,4,16,0
mne25198,5,27,0
mne31448,4,22,1
mne26720,10,5,0
mne7881,7,22,0
mne12357,11,11,0
mne48484,2,1,0
mne31406,11,8,0
mne1332,10,1,0
mne40142,4,16,0
mne19771,3,2,0
mne15510,5,11,0
mne116,5,3,0
mne11067,1,7,0
mne2738,6,20,0
mne26748,4,19,0
mne9542,8,1,0
mne33208,11,29,0
mne12354,11,4,0
mne21424,2,14,0
mne4338,2,6,0
mne33215,10,16,0
mne32198,7,7,0
mne24625,7,3,0
mne27865,4,10,0
mne21326,5,3,0
mne30212,1,2,0
mne2601,9,1,0
mne29421,5,4,0
mne30257,4,4,0
mne32725,11,20,0
mne33799,10,5,0
mne15022,3,15,0
mne15625,4,3,0
mne35448,7,13,0
mne51056,12,8,0
mne24807,3,4,0
mne24622,12,9,0
mne34154,11,23,0
mne32222,5,27,0
mne32271,6,6,0
mne17515,1,4,0
mne36030,4,19,0
mne9053,8,1,0
mne22452,3,1,0
mne49077,3,12,0
mne26873,1,26,0
mne15516,10,3,0
mne47811,5,16,0
mne30101,2,21,0
mne15007,10,8,0
mne35842,11,9,0
mne29431,1,6,0
mne28610,10,1,0
mne31478,4,32,0
mne33210,11,11,0
mne11637,10,1,0
mne34295,12,24,0
mne34535,12,24,0
mne15625,11,2,0
mne29479,4,32,0
mne34486,8,2,0
mne19908,7,11,0
mne17802,12,12,0
mne47790,3,7,0
mne45863,8,13,0
mne9432,5,1,0
mne28605,8,3,0
mne51508,7,21,0
mne15627,2,3,0
mne27735,3,5,0
mne2537,7,10,2
mne33231,2,8,0
mne33799,7,43,0
mne26911,3,5,0
mne30141,6,64,0
mne116,7,2,0
mne26718,11,1,0
mne17412,5,7,0
mne19716,7,1,0
mne30154,5,7,0
mne18599,7,14,0
mne32726,5,22,0
mne34294,2,12,0
mne35435,4,16,0
mne52245,6,7,0
mne166,6,23,0
mne32182,2,3,0
mne7418,5,2,0
mne33780,4,8,0
mne34458,4,17,0
mne34155,2,6,0
mne30153,1,4,0
mne264,9,7,0
mne27778,11,4,0
mne16036,5,12,0
mne31510,2,1,0
mne42778,6,21,0
mne29490,7,9,0
mne15625,7,14,0
mne805,8,2,0
mne32271,3,3,0
mne26754,4,7,0
mne29490,3,21,0
mne32109,2,8,0
mne35395,6,23,0
mne15471,7,23,0
mne110,5,18,0
mne29381,9,4,0
mne34517,5,17,0
mne23296,9,6,0
mne29455,5,19,0
mne30140,12,13,0
mne23319,2,9,0
mne27865,3,12,0
mne34094,10,2,0
mne318,12,1,0
mne33742,11,26,0
mne31457,2,8,0
mne41282,6,124,2
mne753,3,13,0
mne34156,4,3,0
mne2445,12,22,0
mne18281,10,10,0
mne15625,2,7,0
mne10900,11,20,0
mne35467,1,22,0
mne3606,2,5,0
mne41368,3,23,0
mne15658,12,17,0
mne31448,7,11,1
mne45875,3,18,0
mne34352,1,3,0
mne2601,6,6,0
mne18256,11,1,0
mne51500,4,13,0
mne41315,7,22,0
mne34440,9,5,0
mne3141,2,9,0
mne10489,10,19,0
mne23301,1,32,0
mne12275,12,8,0
mne34326,2,12,0
mne33249,6,10,0
mne31427,11,8,0
mne2691,3,11,0
mne33245,1,7,0
mne32793,5,27,2
mne42824,1,6,0
mne30250,12,26,0
mne2582,11,7,0
mne2691,8,1,0
mne2526,5,2,0
mne882,3,1,0
mne34294,7,15,0
mne623,12,18,0
mne15744,5,20,0
mne35462,1,10,0
mne26769,4,9,0
mne16541,6,3,0
mne33748,5,8,0
mne21791,2,22,0
mne34334,12,5,0
mne23296,4,10,0
mne3328,12,17,0
mne3024,2,2,0
mne745,6,13,1
mne44062,5,5,0
mne34455,4,24,0
mne34112,6,17,0
mne26754,12,12,0
mne34486,3,19,0
mne28631,9,1,0
mne33747,3,2,0
mne28909,3,4,0
mne18146,5,10,0
mne47242,6,7,0
mne35442,7,39,0
mne34367,6,65,0
mne35784,6,17,0
mne1770,3,16,0
mne10284,3,3,0
mne29496,1,15,0
mne33799,5,12,0
mne48468,5,12,0
mne32779,10,6,0
mne7602,4,6,0
mne2124,1,5,0
mne46585,1,6,0
mne28682,3,12,0
mne18499,10,1,0
mne45844,6,20,0
mne851,1,2,0
mne35432,3,16,0
mne17120,2,19,0
mne28909,9,3,0
mne33718,10,15,0
mne35405,5,31,0
mne45864,10,13,0
mne50701,5,6,3
mne18499,12,2,0
mne34318,11,2,0
mne21791,9,4,0
mne7637,3,9,0
mne2630,8,2,0
mne46254,11,5,0
mne33765,11,19,0
mne50644,5,2,0
mne30154,3,4,0
mne28701,12,31,0
mne46584,2,3,0
mne10155,3,8,0
mne33799,1,7,0
mne10067,5,3,0
mne23347,10,6,0
mne3443,1,6,0
mne33245,2,12,0
mne52108,5,11,0
mne45863,12,11,0
mne28695,3,6,0
mne44060,5,3,0
mne34213,6,3,0
mne31471,3,1,0
mne28605,2,12,0
mne49080,1,4,0
mne29496,11,2,0
mne10842,12,10,0
mne7528,1,1,0
mne11060,6,15,0
mne26741,6,10,0
mne2645,12,9,0
mne2995,4,16,0
mne34335,8,4,0
mne30140,3,26,0
mne18488,1,40,0
mne19760,11,3,0
mne33750,5,26,1
mne343,6,8,0
mne4479,4,2,0
mne33346,5,3,0
mne34351,3,15,0
mne45863,11,2,0
mne7587,5,1,0
mne33804,6,26,0
mne51056,7,23,0
mne35797,7,17,0
mne49852,4,14,0
mne21318,9,7,0
mne33742,2,10,0
mne28679,10,6,0
mne30103,7,8,0
mne12420,6,31,0
mne26748,3,30,0
mne29384,7,37,0
mne34274,4,8,0
mne46585,5,14,0
mne4623,6,17,0
mne28603,11,8,0
mne34274,3,4,0
mne34380,3,35,0
mne32072,10,11,0
mne45874,4,28,0
mne45821,7,5,0
mne32222,11,5,0
mne12275,7,5,0
mne30101,1,20,0
mne34498,1,11,0
mne4533,10,1,0
mne50627,6,8,0
mne23138,6,4,0
mne46583,2,6,0
mne17094,4,1,0
mne27747,12,5,0
mne29381,3,24,0
mne29456,11,10,0
mne17094,1,5,0
mne42871,10,5,0
mne11651,9,1,0
mne15013,8,4,0
mne35809,5,21,2
mne47811,2,4,0
mne18146,11,8,0
mne23370,5,4,0
mne33231,4,17,0
mne264,3,8,0
mne35414,10,8,0
mne28697,5,17,0
mne48474,6,48,0
mne9390,6,21,0
mne47863,5,8,0
mne32797,1,8,0
mne19759,8,1,0
mne50634,6,13,0
mne23319,7,21,0
mne10675,8,6,0
mne34491,3,16,2
mne3024,1,4,0
mne44182,1,6,0
mne50703,6,8,0
mne45858,6,5,0
mne27841,7,30,0
mne30354,7,21,0
mne4023,6,8,0
mne5883,4,1,0
mne32173,3,20,0
mne33780,1,7,0
mne28909,7,15,0
mne30220,12,19,1
mne52069,7,14,0
mne3644,8,6,1
mne45874,7,40,0
mne32071,8,1,0
mne3644,12,7,0
mne4280,6,2,0
mne9287,6,1,0
mne17429,1,7,0
mne31385,11,16,0
mne487,6,3,0
mne50608,5,26,2
mne21330,4,17,0
mne34372,2,8,0
mne16626,3,2,0
mne34093,9,7,0
mne4338,1,15,0
mne2968,2,9,0
mne32725,7,28,0
mne35456,5,3,0
mne34293,12,2,0
mne5883,5,3,0
mne33276,4,3,0
mne30153,12,6,0
mne41286,4,14,0
mne718,4,7,0
mne28697,3,22,0
mne27872,2,5,0
mne32209,5,18,0
mne31448,11,17,4
mne33712,11,4,0
mne36175,6,23,0
mne29388,11,7,0
mne42826,7,3,0
mne35414,3,12,0
mne33210,4,19,0
mne33745,5,23,0
mne7637,1,6,0
mne45862,2,8,0
mne33698,2,14,0
mne3106,4,4,0
mne2602,5,15,0
mne32179,6,35,0
mne28699,6,6,0
mne34154,2,14,0
mne36030,3,20,0
mne33208,2,21,0
mne35435,2,8,0
mne2738,7,16,0
mne47790,6,28,5
mne10047,3,19,0
mne47779,4,12,0
mne45104,4,1,0
mne19908,4,4,0
mne32116,11,13,0
mne29388,2,19,0
mne2747,5,6,0
mne1167,1,20,0
mne23307,7,4,0
mne24818,4,44,0
mne3112,3,4,0
mne35840,3,24,2
mne50608,1,17,2
mne33747,6,19,0
mne31427,1,11,0
mne6394,9,2,0
mne34440,2,1,0
mne34483,2,18,0
mne26676,7,18,0
mne33702,8,3,0
mne32725,3,35,0
mne3896,6,19,0
mne31385,8,5,0
mne34499,8,2,0
mne10049,3,1,0
mne35799,11,8,0
mne34080,5,4,0
mne3606,11,3,0
mne10900,12,35,0
mne7423,7,9,0
mne33702,2,8,0
mne33747,2,1,0
mne24841,7,7,0
mne44060,1,2,0
mne45862,6,23,0
mne24828,6,2,0
mne27764,12,6,0
mne15008,4,1,0
mne17429,2,5,0
mne44339,6,35,0
mne6394,3,7,0
mne18500,12,2,0
mne6598,3,4,0
mne31474,6,64,0
mne23138,12,1,0
mne16045,4,6,0
mne10900,4,40,0
mne11664,2,22,0
mne31406,5,36,0
mne33346,11,1,0
mne12357,10,4,0
mne15324,11,6,0
mne34513,4,20,0
mne10047,12,6,0
mne50608,9,5,0
mne11292,4,4,0
mne32178,7,12,0
mne34294,3,22,1
mne45851,7,13,2
mne2542,2,5,0
mne47811,4,10,0
mne16045,12,2,0
mne34550,7,12,0
mne52169,5,15,0
mne7404,11,4,0
mne45874,2,8,0
mne45874,1,2,0
mne34152,6,52,0
mne16780,5,1,0
mne34440,5,8,0
mne11697,6,4,0
mne32117,7,5,0
mne2940,10,5,0
mne10049,7,3,0
mne49954,4,23,0
mne15428,5,2,0
mne47839,4,12,0
mne21791,4,33,1
mne29479,9,6,0
mne18279,11,3,0
mne30151,8,1,0
mne35446,1,6,0
mne2445,3,22,0
mne10032,4,4,0
mne41343,10,5,0
mne18488,4,48,0
mne23299,12,7,0
mne36161,7,43,1
mne40143,10,9,0
mne48673,4,4,0
mne12470,2,7,0
mne35461,12,10,0
mne32825,8,5,0
mne34277,10,1,0
mne35414,1,16,0
mne31457,1,5,0
mne10850,1,9,0
mne2812,11,4,0
mne18628,11,5,0
mne3258,1,4,0
mne25075,12,10,0
mne48507,12,11,0
mne49062,3,3,0
mne40120,3,17,0
mne453,3,2,0
mne31489,4,5,0
mne17802,2,22,0
mne34287,2,14,1
mne2575,12,7,0
mne48468,1,14,2
mne42832,8,6,0
mne11629,1,3,0
mne7418,1,4,0
mne41286,9,8,0
mne34351,5,23,0
mne34537,1,41,0
mne40142,12,9,0
mne17094,11,2,0
mne36030,12,9,0
mne26738,7,2,0
mne33685,1,6,0
mne35797,2,19,0
mne26676,9,3,0
mne15091,1,7,0
mne28700,2,12,0
mne15937,3,15,0
mne3105,7,15,0
mne27865,6,27,0
mne12357,6,23,0
mne8923,7,14,0
mne45864,5,51,1
mne30263,5,1,0
mne2542,3,7,0
mne50608,12,10,0
mne15008,1,2,0
mne33213,1,12,0
mne982,3,3,0
mne47782,2,15,0
mne33745,6,75,0
mne33262,5,41,1
mne36026,11,14,0
mne50608,4,11,0
mne31448,2,23,3
mne34329,1,7,0
mne24807,7,6,0
mne45866,6,27,3
mne36026,3,8,0
mne47811,12,25,0
mne6251,5,3,1
mne29456,5,29,0
mne35782,5,19,0
mne35626,5,8,0
mne28660,7,25,0
mne45104,1,6,0
mne21337,5,6,0
mne11060,5,2,0
mne7610,6,10,0
mne5764,11,1,0
mne34533,5,11,0
mne29499,3,1,0
mne27740,7,11,0
mne43413,5,2,0
mne32856,6,14,0
mne16567,2,6,0
mne42792,5,6,0
mne32071,3,25,0
mne110,7,47,0
mne35503,6,12,0
mne34348,4,3,0
mne36161,4,24,0
mne31474,7,26,0
mne28605,6,23,0
mne14773,10,7,1
mne49054,6,8,0
mne34079,5,16,0
mne41372,10,15,0
mne12315,5,8,0
mne33726,2,19,0
mne16875,8,1,0
mne36174,3,15,0
mne32794,2,15,1
mne52100,5,25,0
mne28708,6,4,0
mne44139,4,34,0
mne30101,5,33,0
mne10489,9,2,0
mne32222,1,12,0
mne34390,5,37,0
mne21318,3,18,0
mne6394,8,4,0
mne32179,12,7,0
mne44386,10,7,0
mne45874,5,25,0
mne2657,6,71,0
mne34580,7,18,0
mne2645,3,16,0
mne31406,10,13,0
mne32178,3,23,0
mne34550,9,11,2
mne40120,6,40,2
mne23296,10,6,0
mne27841,11,15,0
mne50653,9,3,0
mne29461,7,1,0
mne35395,7,14,1
mne34089,9,1,0
mne34443,6,10,0
mne33819,7,9,0
mne433,5,1,0
mne34326,11,17,0
mne35456,12,19,0
mne10489,5,39,0
mne23138,1,1,0
mne12275,2,12,0
mne51087,1,21,0
mne19708,12,1,0
mne34280,2,16,0
mne28700,4,10,0
mne29494,7,21,0
mne28695,6,18,0
mne9390,1,4,0
mne29455,10,8,0
mne6598,9,3,0
mne16045,11,17,0
mne29490,4,20,0
mne35784,5,9,0
mne32080,3,21,0
mne6436,1,1,0
mne623,3,15,0
mne26720,12,11,0
mne32806,3,8,0
mne15369,12,8,1
mne47780,7,7,0
mne2889,2,2,0
mne31385,5,26,1
mne24807,5,1,0
mne2445,4,5,0
mne34154,7,19,0
mne49054,4,16,0
mne12420,2,3,0
mne36175,1,2,0
mne3866,12,1,0
mne33210,12,21,0
mne33284,5,32,0
mne7610,12,4,0
mne48469,12,6,0
mne3644,3,32,0
mne33232,9,1,0
mne1195,12,2,0
mne15937,4,27,0
mne40142,9,5,0
mne30220,10,11,0
mne16181,1,1,0
mne19740,3,45,0
mne33712,5,9,0
mne34370,3,9,0
mne9940,3,1,0
mne51052,9,1,0
mne41282,11,18,0
mne1020,7,1,0
mne7587,12,11,0
mne10778,7,1,0
mne10023,3,3,0
mne47283,3,5,0
mne21424,1,12,0
mne34351,1,3,0
mne35412,6,7,0
mne33685,7,5,0
mne12177,9,12,0
mne17911,10,7,0
mne28697,11,16,0
mne21424,4,18,0
mne21382,10,8,0
mne34486,11,7,0
mne48474,12,20,0
mne7444,11,1,0
mne32109,4,15,1
mne12354,10,3,0
mne30141,5,15,0
mne2738,4,17,0
mne29388,4,13,0
mne15091,4,2,0
mne8108,7,8,0
mne6247,1,2,0
mne3105,10,4,0
mne29494,9,1,0
mne31448,8,9,0
mne45864,9,17,0
mne29479,2,10,0
mne18040,7,15,0
mne32116,2,7,0
mne48524,5,6,0
mne31385,1,8,0
mne32806,9,14,0
mne4023,8,4,0
mne35395,1,3,0
mne34548,5,3,0
mne32212,7,7,0
mne21443,2,15,0
mne49036,7,9,0
mne28662,5,1,0
mne15018,3,6,0
mne4533,2,6,0
mne31457,11,4,0
mne32274,5,11,0
mne9432,6,6,0
mne41369,10,6,0
mne2738,1,13,0
mne34094,4,26,0
mne33231,12,38,0
mne28605,3,19,1
mne33745,1,8,0
mne34370,12,11,0
mne32725,12,22,0
mne51488,4,9,0
mne32178,10,2,0
mne34495,4,18,0
mne4317,3,5,0
mne27790,12,1,0
mne15510,7,11,0
mne49954,3,11,1
mne32071,9,2,0
mne8729,12,7,0
mne15091,3,8,0
mne36030,1,13,0
mne32117,4,8,0
mne46621,12,3,0
mne18040,2,22,0
mne34154,1,4,0
mne30220,1,6,0
mne6161,12,10,0
mne34458,2,17,0
mne33718,11,14,0
mne47863,4,4,0
mne36026,7,12,0
mne34313,12,3,0
mne9191,10,1,0
mne30154,7,11,0
mne52071,5,5,0
mne28752,1,5,0
mne17153,8,3,0
mne51052,5,18,0
mne28631,4,10,0
mne35462,3,19,0
mne44102,5,4,1
mne24622,5,13,0
mne35799,3,16,0
mne16875,10,5,0
mne9191,7,5,0
mne33770,2,5,0
mne16345,3,9,0
mne3965,4,11,0
mne44101,1,8,0
mne35448,6,31,0
mne18146,2,5,0
mne33716,6,5,0
mne10777,7,1,0
mne33770,3,21,0
mne34155,4,11,0
mne28752,2,4,0
mne34334,4,11,0
mne40044,1,4,0
mne44106,11,12,0
mne35405,8,1,0
mne7492,6,21,0
mne31406,2,16,0
mne36175,2,4,0
mne517,1,2,0
mne33712,2,13,0
mne18256,1,10,0
mne27749,4,8,0
mne34550,2,7,0
mne16541,4,3,0
mne51508,3,3,0
mne264,4,8,0
mne36027,5,32,0
mne34294,5,20,0
mne15627,5,16,1
mne27747,2,4,0
mne47772,3,9,0
mne9384,5,4,0
mne35842,9,1,0
mne6251,7,12,0
mne32825,4,17,0
mne31520,3,16,0
mne32771,6,17,0
mne19687,10,9,0
mne8461,2,9,0
mne34268,10,1,0
mne2645,6,4,0
mne33236,3,9,0
mne27790,4,1,0
mne32212,6,3,0
mne23451,8,3,0
mne15744,2,12,0
mne23307,3,11,1
mne50628,11,6,0
mne34149,4,5,0
mne34524,10,8,0
mne46622,3,27,1
mne35405,7,19,0
mne34455,11,12,0
mne2691,4,4,0
mne30121,12,6,0
mne9287,3,3,0
mne47807,6,8,0
mne35840,5,23,1
mne46584,5,14,0
mne17429,4,22,0
mne34093,6,32,0
mne44141,9,7,0
mne24730,7,8,0
mne46622,1,17,0
mne34263,6,28,0
mne46622,4,9,0
mne1392,10,2,0
mne47779,9,4,0
mne17818,1,4,0
mne33208,5,34,0
mne47883,3,3,0
mne29494,4,5,0
mne10489,1,10,0
mne23347,3,9,0
mne45855,3,16,0
mne16913,5,13,0
mne33240,2,19,0
mne30354,11,4,0
mne34495,6,3,0
mne33775,6,76,2
mne52164,6,2,0
mne17116,3,3,0
mne32127,3,3,0
mne33236,12,4,0
mne30212,5,9,0
mne28697,4,21,0
mne34482,1,40,0
mne12472,4,8,0
mne7444,5,2,0
mne18146,10,5,0
mne32785,12,23,0
mne12472,11,6,0
mne17944,12,3,0
mne32771,9,9,0
mne3644,1,10,0
mne32797,5,10,0
mne52245,7,11,0
mne21382,1,18,0
mne3024,3,1,0
mne1295,2,1,0
mne16567,11,5,0
mne24819,10,11,0
mne17120,1,23,0
mne32178,9,4,0
mne44106,3,14,0
mne47886,3,4,0
mne34400,3,6,0
mne51546,2,13,0
mne28603,9,1,0
mne29419,4,13,0
mne29438,8,2,0
mne41315,5,28,1
mne12420,11,2,0
mne19689,7,23,0
mne16567,1,8,0
mne2542,4,4,0
mne49852,7,6,0
mne50257,7,11,0
mne34329,9,2,0
mne7404,12,6,0
mne30329,7,4,0
mne26873,2,29,0
mne2889,5,15,0
mne32779,1,7,0
mne35462,10,9,0
mne18281,1,10,0
mne3965,6,22,0
mne9459,4,9,0
mne50154,5,7,0
mne32825,1,8,0
mne3644,11,9,0
mne35809,11,1,0
mne34117,11,3,0
mne28701,9,2,0
mne30203,12,4,0
mne11060,2,4,0
mne33236,10,3,0
mne24622,2,18,0
mne21326,11,1,0
mne23301,10,17,0
mne29420,12,11,0
mne29388,1,12,0
mne29496,4,11,0
mne15009,7,28,0
mne35453,5,19,1
mne44149,9,2,0
mne35451,3,26,0
mne16626,6,7,0
mne44139,9,5,0
mne34114,1,7,1
mne48474,11,4,0
mne33804,8,5,0
mne29438,9,4,0
mne34123,5,15,0
mne6032,6,1,0
mne110,12,5,0
mne35432,4,27,0
mne49102,4,2,0
mne7492,4,3,0
mne12357,8,9,0
mne33346,6,11,0
mne23256,12,5,0
mne29465,5,1,0
mne16875,5,17,0
mne110,1,13,1
mne5614,4,6,0
mne45874,11,7,0
mne10825,4,13,0
mne18040,11,9,0
mne32810,7,6,0
mne28697,10,4,0
mne47782,8,3,0
mne7203,10,1,0
mne48524,3,5,0
mne3866,1,2,0
mne33775,4,28,0
mne17802,1,11,0
mne11481,10,2,0
mne21333,10,3,0
mne24730,11,3,0
mne46622,9,10,0
mne35841,8,1,0
mne16045,3,14,0
mne17268,11,1,0
mne4338,7,8,0
mne47768,3,7,0
mne12506,12,19,4
mne26864,3,11,0
mne34334,9,2,0
mne51087,4,21,0
mne45340,10,1,0
mne9390,7,5,0
mne2445,2,10,0
mne48524,1,6,0
mne16567,10,22,0
mne32726,8,1,0
mne33770,11,4,0
mne45910,1,18,0
mne51546,10,5,0
mne32771,11,10,0
mne2124,12,5,0
mne33780,10,5,0
mne43413,6,3,0
mne32161,11,4,0
mne9201,2,6,0
mne35842,7,10,1
mne35840,8,1,0
mne32072,12,8,0
mne34346,6,41,0
mne30140,9,4,1
mne48471,10,1,0
mne33715,4,6,0
mne36027,1,12,0
mne15473,5,5,0
mne23408,12,15,0
mne15805,7,14,0
mne33732,3,10,0
mne42871,8,7,0
mne977,11,4,0
mne42832,11,2,0
mne17268,3,14,0
mne36169,2,10,0
mne21382,7,16,0
mne27841,2,31,0
mne26784,3,22,0
mne166,3,7,0
mne33770,5,12,0
mne17429,9,2,0
mne52100,2,15,0
mne34485,1,12,0
mne28631,12,2,0
mne27841,3,22,0
mne7103,1,5,0
mne44181,7,30,0
mne41286,7,3,0
mne34090,9,8,0
mne16780,4,1,0
mne36169,5,1,0
mne6161,1,14,0
mne9414,7,6,0
mne10825,5,12,0
mne21443,4,20,0
mne805,3,8,0
mne24841,5,4,0
mne2940,4,38,0
mne33698,12,24,0
mne47883,2,4,0
mne4471,6,1,0
mne40143,1,28,0
mne34334,5,7,0
mne24825,8,1,0
mne11292,8,1,0
mne1336,4,3,0
mne32856,1,23,0
mne2968,3,25,0
mne14773,5,12,1
mne34111,6,39,3
mne46667,6,6,0
mne46622,7,8,0
mne34280,8,10,0
mne23314,10,1,0
mne33213,7,13,0
mne36027,2,12,0
mne35843,2,2,0
mne19908,3,1,0
mne9664,1,1,0
mne33750,10,3,0
mne16875,11,19,0
mne34093,4,10,0
mne34351,10,4,0
mne45910,10,16,0
mne17515,5,11,0
mne44062,4,53,0
mne12193,5,7,0
mne32825,10,3,0
mne34123,7,9,0
mne30154,9,2,0
mne6436,6,3,0
mne10825,6,24,0
mne32069,10,2,0
mne26911,6,21,0
mne2503,3,15,0
mne718,3,1,0
mne31385,4,20,0
mne30121,11,6,0
mne16560,5,12,1
mne40028,5,10,0
mne10023,4,5,0
mne18488,9,5,0
mne35841,10,9,0
mne454,6,2,0
mne15125,3,5,0
mne47829,4,3,0
mne16653,10,1,0
mne45874,9,1,0
mne35501,4,3,0
mne44063,5,1,0
mne34537,9,13,0
mne34148,7,6,0
mne35432,10,6,0
mne27740,2,10,0
mne51056,6,6,0
mne52106,6,7,0
mne2537,2,6,2
mne15744,9,3,0
mne33718,12,15,0
mne21382,9,9,0
mne15369,6,34,0
mne44063,3,15,0
mne34453,6,16,0
mne8461,9,3,0
mne33210,5,21,0
mne3141,5,20,0
mne33213,10,5,0
mne17802,6,19,0
mne49077,7,7,0
mne50563,5,11,0
mne45833,9,6,0
mne805,7,8,0
mne2861,2,3,0
mne35414,2,10,0
mne4533,3,3,0
mne21330,9,10,0
mne26873,4,15,0
mne34491,1,12,0
mne47842,6,1,0
mne18599,10,3,0
mne11694,4,2,0
mne32856,2,26,0
mne2556,3,12,0
mne2812,12,2,0
mne2738,10,7,0
mne27841,5,11,0
mne50563,6,28,0
mne888,3,7,0
mne33281,5,11,0
mne32069,5,4,0
mne41315,12,14,0
mne14773,12,19,2
mne19687,5,17,0
mne34535,2,25,0
mne2575,3,3,0
mne9191,4,3,0
mne15013,11,19,1
mne26693,4,17,0
mne29479,10,5,0
mne30220,4,13,0
mne50644,10,2,0
mne7602,1,2,0
mne7418,4,1,0
mne45890,3,16,0
mne9880,5,6,0
mne41286,2,9,0
mne26873,9,21,0
mne34483,3,37,0
mne42824,12,17,0
mne4503,3,4,0
mne50620,7,6,0
mne7399,5,19,0
mne34550,3,33,0
mne32067,3,1,0
mne33804,4,7,0
mne41369,6,21,0
mne32242,12,7,0
mne48475,7,6,0
mne3097,8,1,0
mne33770,1,2,0
mne18279,5,28,0
mne2968,4,27,0
mne33754,2,4,0
mne35451,7,43,0
mne2108,12,8,0
mne47811,11,6,0
mne10489,11,5,0
mne35446,11,11,0
mne44062,9,3,0
mne10032,7,11,0
mne49062,6,2,0
mne28605,1,19,0
mne36030,5,14,0
mne34154,6,48,1
mne34486,1,2,0
mne17145,1,19,0
mne33276,2,3,0
mne35403,9,2,0
mne745,11,7,0
mne24625,3,2,0
mne50563,1,14,0
mne2556,4,5,0
mne6314,10,1,0
mne17818,11,11,0
mne18185,2,2,0
mne2542,1,1,0
mne40142,10,7,0
mne47779,6,61,0
mne30131,3,44,0
mne49058,2,10,0
mne47907,2,1,0
mne7444,2,3,0
mne45851,10,3,0
mne2601,5,3,0
mne44101,12,6,0
mne12420,12,14,0
mne32072,9,6,0
mne46585,12,7,0
mne32182,5,59,0
mne10049,6,10,0
mne623,2,6,0
mne35884,7,16,0
mne45910,7,19,0
mne17356,4,15,0
mne10032,6,11,0
mne1392,7,3,0
mne50608,10,3,0
mne33750,4,16,1
mne34264,2,2,0
mne29390,10,1,0
mne41315,11,6,0
mne21382,5,43,0
mne10901,3,16,0
mne49037,6,16,0
mne17363,4,18,0
mne26911,4,13,0
mne34329,5,15,0
mne3069,3,3,0
mne692,11,2,0
mne34156,6,16,0
mne2938,8,3,0
mne17153,5,9,0
mne15369,8,4,0
mne52069,6,1,0
mne2124,2,6,0
mne42871,11,7,0
mne27850,10,8,0
mne34498,3,15,0
mne26784,7,8,0
mne44141,10,4,0
mne44141,11,9,0
mne28682,7,23,0
mne27790,11,1,0
mne34138,9,6,0
mne47814,3,1,0
mne2861,8,1,0
mne30154,11,5,0
mne33732,2,2,0
mne10155,11,4,0
mne3258,2,6,0
mne36030,11,8,0
mne33748,2,42,0
mne34152,11,7,0
mne16030,2,2,0
mne10155,4,7,0
mne9940,7,3,0
mne9414,4,3,0
mne34114,5,15,0
mne49102,12,4,0
mne35784,4,12,0
mne32222,9,2,0
mne49053,6,2,0
mne42791,7,3,0
mne35456,4,3,0
mne35456,2,3,0
mne3112,1,6,0
mne27735,7,3,0
mne15625,1,3,0
mne7947,11,1,0
mne8405,5,2,0
mne7399,2,13,0
mne10655,12,3,0
mne2108,7,6,0
mne9384,1,3,0
mne15744,11,7,0
mne10547,1,15,0
mne32806,11,7,0
mne21791,3,23,0
mne52164,11,1,0
mne28677,9,1,0
mne10813,12,8,0
mne15937,1,13,0
mne44111,6,6,0
mne49853,6,23,0
mne10825,1,4,0
mne11700,2,2,0
mne33282,1,4,0
mne28638,1,9,0
mne2812,5,4,0
mne51500,2,9,0
mne34597,5,8,0
mne36174,10,6,0
mne9191,6,15,0
mne6436,10,2,0
mne29496,10,2,0
mne888,5,3,0
mne48484,7,5,0
mne44062,2,8,0
mne34550,5,12,1
mne23299,3,7,0
mne34329,10,5,0
mne27865,2,12,0
mne18146,8,1,0
mne35884,10,22,0
mne32793,8,2,0
mne21443,11,9,0
mne35841,12,13,0
mne29447,3,10,0
mne10813,7,2,0
mne7602,10,2,0
mne49955,3,1,0
mne35842,10,7,0
mne3105,3,5,0
mne49078,5,4,0
mne50558,7,25,0
mne26826,2,1,0
mne50653,10,6,0
mne30101,3,36,0
mne21443,10,12,0
mne30153,2,2,0
mne1077,2,4,0
mne29494,6,12,0
